VisaType,countries,date_gov,date,delay,delay_days,datetype
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2024-02-01,2024-02-01,0 days,0.0,Final Action Date
1st,ROW,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
2nd,ROW,2022-11-01,2024-01-01,426 days,426.0,Final Action Date
3rd,ROW,2022-08-01,2024-01-01,518 days,518.0,Final Action Date
Other Workers,ROW,2020-09-01,2024-01-01,1217 days,1217.0,Final Action Date
4th,ROW,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,ROW,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
1st,CHINA,2022-07-01,2024-01-01,549 days,549.0,Final Action Date
2nd,CHINA,2020-01-01,2024-01-01,1461 days,1461.0,Final Action Date
3rd,CHINA,2020-09-01,2024-01-01,1217 days,1217.0,Final Action Date
Other Workers,CHINA,2017-01-01,2024-01-01,2556 days,2556.0,Final Action Date
4th,CHINA,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,CHINA,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-12-08,2024-01-01,2946 days,2946.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
1st,INDIA,2020-09-01,2024-01-01,1217 days,1217.0,Final Action Date
2nd,INDIA,2012-03-01,2024-01-01,4323 days,4323.0,Final Action Date
3rd,INDIA,2012-06-01,2024-01-01,4231 days,4231.0,Final Action Date
Other Workers,INDIA,2012-06-01,2024-01-01,4231 days,4231.0,Final Action Date
4th,INDIA,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,INDIA,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2020-12-01,2024-01-01,1126 days,1126.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
1st,MEXICO,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-11-01,2024-01-01,426 days,426.0,Final Action Date
3rd,MEXICO,2022-08-01,2024-01-01,518 days,518.0,Final Action Date
Other Workers,MEXICO,2020-09-01,2024-01-01,1217 days,1217.0,Final Action Date
4th,MEXICO,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,MEXICO,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-11-01,2024-01-01,426 days,426.0,Final Action Date
3rd,PHILIPPINES,2022-08-01,2024-01-01,518 days,518.0,Final Action Date
Other Workers,PHILIPPINES,2020-05-01,2024-01-01,1340 days,1340.0,Final Action Date
4th,PHILIPPINES,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2019-05-15,2024-01-01,1692 days,1692.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2024-01-01,2024-01-01,0 days,0.0,Final Action Date
1st,ROW,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
2nd,ROW,2022-07-15,2023-12-01,504 days,504.0,Final Action Date
3rd,ROW,2021-12-01,2023-12-01,730 days,730.0,Final Action Date
Other Workers,ROW,2020-08-01,2023-12-01,1217 days,1217.0,Final Action Date
4th,ROW,2019-01-01,2023-12-01,1795 days,1795.0,Final Action Date
Certain Religious Workers,ROW,,2023-12-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
1st,CHINA,2022-02-15,2023-12-01,654 days,654.0,Final Action Date
2nd,CHINA,2019-10-22,2023-12-01,1501 days,1501.0,Final Action Date
3rd,CHINA,2020-01-22,2023-12-01,1409 days,1409.0,Final Action Date
Other Workers,CHINA,2016-01-01,2023-12-01,2891 days,2891.0,Final Action Date
4th,CHINA,2019-01-01,2023-12-01,1795 days,1795.0,Final Action Date
Certain Religious Workers,CHINA,,2023-12-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-10-01,2023-12-01,2983 days,2983.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
1st,INDIA,2017-01-01,2023-12-01,2525 days,2525.0,Final Action Date
2nd,INDIA,2012-01-01,2023-12-01,4352 days,4352.0,Final Action Date
3rd,INDIA,2012-05-01,2023-12-01,4231 days,4231.0,Final Action Date
Other Workers,INDIA,2012-05-01,2023-12-01,4231 days,4231.0,Final Action Date
4th,INDIA,2019-01-01,2023-12-01,1795 days,1795.0,Final Action Date
Certain Religious Workers,INDIA,,2023-12-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2018-12-15,2023-12-01,1812 days,1812.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
1st,MEXICO,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-07-15,2023-12-01,504 days,504.0,Final Action Date
3rd,MEXICO,2021-12-01,2023-12-01,730 days,730.0,Final Action Date
Other Workers,MEXICO,2020-08-01,2023-12-01,1217 days,1217.0,Final Action Date
4th,MEXICO,2019-01-01,2023-12-01,1795 days,1795.0,Final Action Date
Certain Religious Workers,MEXICO,,2023-12-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-07-15,2023-12-01,504 days,504.0,Final Action Date
3rd,PHILIPPINES,2021-12-01,2023-12-01,730 days,730.0,Final Action Date
Other Workers,PHILIPPINES,2020-05-01,2023-12-01,1309 days,1309.0,Final Action Date
4th,PHILIPPINES,2019-01-01,2023-12-01,1795 days,1795.0,Final Action Date
Certain Religious Workers,PHILIPPINES,,2023-12-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2023-12-01,2023-12-01,0 days,0.0,Final Action Date
1st,ROW,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
2nd,ROW,2022-07-15,2023-11-01,474 days,474.0,Final Action Date
3rd,ROW,2021-12-01,2023-11-01,700 days,700.0,Final Action Date
Other Workers,ROW,2020-08-01,2023-11-01,1187 days,1187.0,Final Action Date
4th,ROW,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
Certain Religious Workers,ROW,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
1st,CHINA,2022-02-15,2023-11-01,624 days,624.0,Final Action Date
2nd,CHINA,2019-10-01,2023-11-01,1492 days,1492.0,Final Action Date
3rd,CHINA,2020-01-01,2023-11-01,1400 days,1400.0,Final Action Date
Other Workers,CHINA,2016-01-01,2023-11-01,2861 days,2861.0,Final Action Date
4th,CHINA,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
Certain Religious Workers,CHINA,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-10-01,2023-11-01,2953 days,2953.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
1st,INDIA,2017-01-01,2023-11-01,2495 days,2495.0,Final Action Date
2nd,INDIA,2012-01-01,2023-11-01,4322 days,4322.0,Final Action Date
3rd,INDIA,2012-05-01,2023-11-01,4201 days,4201.0,Final Action Date
Other Workers,INDIA,2012-05-01,2023-11-01,4201 days,4201.0,Final Action Date
4th,INDIA,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
Certain Religious Workers,INDIA,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2018-12-15,2023-11-01,1782 days,1782.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
1st,MEXICO,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-07-15,2023-11-01,474 days,474.0,Final Action Date
3rd,MEXICO,2021-12-01,2023-11-01,700 days,700.0,Final Action Date
Other Workers,MEXICO,2020-08-01,2023-11-01,1187 days,1187.0,Final Action Date
4th,MEXICO,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
Certain Religious Workers,MEXICO,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-07-15,2023-11-01,474 days,474.0,Final Action Date
3rd,PHILIPPINES,2021-12-01,2023-11-01,700 days,700.0,Final Action Date
Other Workers,PHILIPPINES,2020-05-01,2023-11-01,1279 days,1279.0,Final Action Date
4th,PHILIPPINES,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2019-01-01,2023-11-01,1765 days,1765.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2023-11-01,2023-11-01,0 days,0.0,Final Action Date
1st,ROW,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
2nd,ROW,2022-07-08,2023-10-01,450 days,450.0,Final Action Date
3rd,ROW,2021-12-01,2023-10-01,669 days,669.0,Final Action Date
Other Workers,ROW,2020-08-01,2023-10-01,1156 days,1156.0,Final Action Date
4th,ROW,2019-01-01,2023-10-01,1734 days,1734.0,Final Action Date
Certain Religious Workers,ROW,,2023-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
1st,CHINA,2022-02-15,2023-10-01,593 days,593.0,Final Action Date
2nd,CHINA,2019-10-01,2023-10-01,1461 days,1461.0,Final Action Date
3rd,CHINA,2020-01-01,2023-10-01,1369 days,1369.0,Final Action Date
Other Workers,CHINA,2016-01-01,2023-10-01,2830 days,2830.0,Final Action Date
4th,CHINA,2019-01-01,2023-10-01,1734 days,1734.0,Final Action Date
Certain Religious Workers,CHINA,,2023-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-10-01,2023-10-01,2922 days,2922.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
1st,INDIA,2017-01-01,2023-10-01,2464 days,2464.0,Final Action Date
2nd,INDIA,2012-01-01,2023-10-01,4291 days,4291.0,Final Action Date
3rd,INDIA,2012-05-01,2023-10-01,4170 days,4170.0,Final Action Date
Other Workers,INDIA,2012-05-01,2023-10-01,4170 days,4170.0,Final Action Date
4th,INDIA,2019-01-01,2023-10-01,1734 days,1734.0,Final Action Date
Certain Religious Workers,INDIA,,2023-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2018-12-15,2023-10-01,1751 days,1751.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
1st,MEXICO,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
2nd,MEXICO,2022-07-08,2023-10-01,450 days,450.0,Final Action Date
3rd,MEXICO,2021-12-01,2023-10-01,669 days,669.0,Final Action Date
Other Workers,MEXICO,2020-08-01,2023-10-01,1156 days,1156.0,Final Action Date
4th,MEXICO,2019-01-01,2023-10-01,1734 days,1734.0,Final Action Date
Certain Religious Workers,MEXICO,,2023-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2022-07-08,2023-10-01,450 days,450.0,Final Action Date
3rd,PHILIPPINES,2021-12-01,2023-10-01,669 days,669.0,Final Action Date
Other Workers,PHILIPPINES,2020-05-01,2023-10-01,1248 days,1248.0,Final Action Date
4th,PHILIPPINES,2019-01-01,2023-10-01,1734 days,1734.0,Final Action Date
Certain Religious Workers,PHILIPPINES,,2023-10-01,,,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2023-10-01,2023-10-01,0 days,0.0,Final Action Date
1st,ROW,2023-08-01,2023-09-01,31 days,31.0,Final Action Date
2nd,ROW,2022-07-01,2023-09-01,427 days,427.0,Final Action Date
3rd,ROW,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
Other Workers,ROW,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
4th,ROW,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
Certain Religious Workers,ROW,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",ROW,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",ROW,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
1st,CHINA,2022-02-01,2023-09-01,577 days,577.0,Final Action Date
2nd,CHINA,2019-07-08,2023-09-01,1516 days,1516.0,Final Action Date
3rd,CHINA,2019-09-01,2023-09-01,1461 days,1461.0,Final Action Date
Other Workers,CHINA,2015-09-01,2023-09-01,2922 days,2922.0,Final Action Date
4th,CHINA,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
Certain Religious Workers,CHINA,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",CHINA,2015-09-08,2023-09-01,2915 days,2915.0,Final Action Date
"5th Set Aside:
Rural (20%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",CHINA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
1st,INDIA,2012-01-01,2023-09-01,4261 days,4261.0,Final Action Date
2nd,INDIA,2011-01-01,2023-09-01,4626 days,4626.0,Final Action Date
3rd,INDIA,2009-01-01,2023-09-01,5356 days,5356.0,Final Action Date
Other Workers,INDIA,2009-01-01,2023-09-01,5356 days,5356.0,Final Action Date
4th,INDIA,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
Certain Religious Workers,INDIA,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",INDIA,2017-04-01,2023-09-01,2344 days,2344.0,Final Action Date
"5th Set Aside:
Rural (20%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",INDIA,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
1st,MEXICO,2023-08-01,2023-09-01,31 days,31.0,Final Action Date
2nd,MEXICO,2022-07-01,2023-09-01,427 days,427.0,Final Action Date
3rd,MEXICO,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
Other Workers,MEXICO,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
4th,MEXICO,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
Certain Religious Workers,MEXICO,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",MEXICO,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2023-08-01,2023-09-01,31 days,31.0,Final Action Date
2nd,PHILIPPINES,2022-07-01,2023-09-01,427 days,427.0,Final Action Date
3rd,PHILIPPINES,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
Other Workers,PHILIPPINES,2020-05-01,2023-09-01,1218 days,1218.0,Final Action Date
4th,PHILIPPINES,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2018-09-01,2023-09-01,1826 days,1826.0,Final Action Date
"5th Unreserved
(including C5, T5, I5, R5)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Rural (20%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
High Unemployment (10%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
"5th Set Aside:
Infrastructure (2%)",PHILIPPINES,2023-09-01,2023-09-01,0 days,0.0,Final Action Date
1st,ROW,2023-08-01,2023-08-01,0 days,0.0,Final Action Date
2nd,ROW,2022-04-01,2023-08-01,487 days,487.0,Final Action Date
3rd,ROW,2020-05-01,2023-08-01,1187 days,1187.0,Final Action Date
Other Workers,ROW,2020-05-01,2023-08-01,1187 days,1187.0,Final Action Date
