VisaType,countries,date_gov,date,delay,delay_days,datetype
4th,VIETNAM,2021-07-01,2021-07-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2021-07-01,2021-07-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2020-04-01,2021-07-01,456 days,456.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,,2021-07-01,,,Final Action Date
1st,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
3rd,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Other Workers,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
4th,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
1st,CHINA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,CHINA,2017-05-01,2021-06-01,1492 days,1492.0,Final Action Date
3rd,CHINA,2018-09-01,2021-06-01,1004 days,1004.0,Final Action Date
Other Workers,CHINA,2009-10-01,2021-06-01,4261 days,4261.0,Final Action Date
4th,CHINA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-09-15,2021-06-01,2086 days,2086.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2015-09-15,2021-06-01,2086 days,2086.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-06-01,943 days,943.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-11-01,2021-06-01,943 days,943.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-06-01,2021-06-01,0 days,0.0,Final Action Date
1st,INDIA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,INDIA,2010-12-01,2021-06-01,3835 days,3835.0,Final Action Date
3rd,INDIA,2011-11-01,2021-06-01,3500 days,3500.0,Final Action Date
Other Workers,INDIA,2011-11-01,2021-06-01,3500 days,3500.0,Final Action Date
4th,INDIA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
1st,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
3rd,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
4th,MEXICO,2019-11-01,2021-06-01,578 days,578.0,Final Action Date
Certain Religious Workers,MEXICO,2019-11-01,2021-06-01,578 days,578.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
4th,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
1st,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
2nd,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
4th,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2021-06-01,2021-06-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2018-04-15,2021-06-01,1143 days,1143.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2018-04-15,2021-06-01,1143 days,1143.0,Final Action Date
1st,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
3rd,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Other Workers,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
4th,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
1st,CHINA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,CHINA,2016-12-01,2021-05-01,1612 days,1612.0,Final Action Date
3rd,CHINA,2018-05-15,2021-05-01,1082 days,1082.0,Final Action Date
Other Workers,CHINA,2009-08-01,2021-05-01,4291 days,4291.0,Final Action Date
4th,CHINA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-08-15,2021-05-01,2086 days,2086.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2015-08-15,2021-05-01,2086 days,2086.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2021-05-01,973 days,973.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-09-01,2021-05-01,973 days,973.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-05-01,2021-05-01,0 days,0.0,Final Action Date
1st,INDIA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,INDIA,2010-08-01,2021-05-01,3926 days,3926.0,Final Action Date
3rd,INDIA,2011-02-01,2021-05-01,3742 days,3742.0,Final Action Date
Other Workers,INDIA,2011-02-01,2021-05-01,3742 days,3742.0,Final Action Date
4th,INDIA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
1st,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
3rd,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
4th,MEXICO,2019-03-15,2021-05-01,778 days,778.0,Final Action Date
Certain Religious Workers,MEXICO,2019-03-15,2021-05-01,778 days,778.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
4th,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
1st,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
2nd,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
4th,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2021-05-01,2021-05-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2018-02-15,2021-05-01,1171 days,1171.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2018-02-15,2021-05-01,1171 days,1171.0,Final Action Date
1st,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
3rd,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Other Workers,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
4th,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
1st,CHINA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,CHINA,2016-09-01,2021-04-01,1673 days,1673.0,Final Action Date
3rd,CHINA,2018-03-15,2021-04-01,1113 days,1113.0,Final Action Date
Other Workers,CHINA,2009-06-01,2021-04-01,4322 days,4322.0,Final Action Date
4th,CHINA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-08-15,2021-04-01,2056 days,2056.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2015-08-15,2021-04-01,2056 days,2056.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2021-04-01,974 days,974.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-08-01,2021-04-01,974 days,974.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-04-01,2021-04-01,0 days,0.0,Final Action Date
1st,INDIA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,INDIA,2010-05-01,2021-04-01,3988 days,3988.0,Final Action Date
3rd,INDIA,2010-09-01,2021-04-01,3865 days,3865.0,Final Action Date
Other Workers,INDIA,2010-09-01,2021-04-01,3865 days,3865.0,Final Action Date
4th,INDIA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
1st,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
3rd,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
4th,MEXICO,2019-02-01,2021-04-01,790 days,790.0,Final Action Date
Certain Religious Workers,MEXICO,2019-02-01,2021-04-01,790 days,790.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
4th,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
1st,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
2nd,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
4th,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2021-04-01,2021-04-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2017-12-15,2021-04-01,1203 days,1203.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2017-12-15,2021-04-01,1203 days,1203.0,Final Action Date
1st,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
2nd,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
3rd,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Other Workers,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
4th,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
1st,CHINA,2020-08-01,2021-03-01,212 days,212.0,Final Action Date
2nd,CHINA,2016-07-15,2021-03-01,1690 days,1690.0,Final Action Date
3rd,CHINA,2018-02-08,2021-03-01,1117 days,1117.0,Final Action Date
Other Workers,CHINA,2009-05-01,2021-03-01,4322 days,4322.0,Final Action Date
4th,CHINA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-08-15,2021-03-01,2025 days,2025.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2015-08-15,2021-03-01,2025 days,2025.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2021-03-01,1004 days,1004.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-06-01,2021-03-01,1004 days,1004.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-03-01,2021-03-01,0 days,0.0,Final Action Date
1st,INDIA,2020-08-01,2021-03-01,212 days,212.0,Final Action Date
2nd,INDIA,2010-01-15,2021-03-01,4063 days,4063.0,Final Action Date
3rd,INDIA,2010-07-01,2021-03-01,3896 days,3896.0,Final Action Date
Other Workers,INDIA,2010-07-01,2021-03-01,3896 days,3896.0,Final Action Date
4th,INDIA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
1st,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
2nd,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
3rd,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
4th,MEXICO,2019-01-01,2021-03-01,790 days,790.0,Final Action Date
Certain Religious Workers,MEXICO,2019-01-01,2021-03-01,790 days,790.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",MEXICO,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
1st,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
2nd,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
3rd,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Other Workers,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
4th,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Certain Religious Workers,PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",PHILIPPINES,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
1st,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
2nd,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
3rd,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Other Workers,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
4th,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
Certain Religious Workers,VIETNAM,2021-03-01,2021-03-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",VIETNAM,2017-10-22,2021-03-01,1226 days,1226.0,Final Action Date
"5th Regional Center
(I5 and R5)",VIETNAM,2017-10-22,2021-03-01,1226 days,1226.0,Final Action Date
1st,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
2nd,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
3rd,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Other Workers,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
4th,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Certain Religious Workers,ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",ROW,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
1st,CHINA,2020-01-01,2021-02-01,397 days,397.0,Final Action Date
2nd,CHINA,2016-06-15,2021-02-01,1692 days,1692.0,Final Action Date
3rd,CHINA,2018-01-01,2021-02-01,1127 days,1127.0,Final Action Date
Other Workers,CHINA,2009-04-01,2021-02-01,4324 days,4324.0,Final Action Date
4th,CHINA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Certain Religious Workers,CHINA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",CHINA,2015-08-15,2021-02-01,1997 days,1997.0,Final Action Date
"5th Regional Center
(I5 and R5)",CHINA,2015-08-15,2021-02-01,1997 days,1997.0,Final Action Date
1st,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
2nd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
3rd,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Other Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
4th,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2021-02-01,1023 days,1023.0,Final Action Date
Certain Religious Workers,"EL SALVADOR
 GUATEMALA
 HONDURAS",2018-04-15,2021-02-01,1023 days,1023.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)","EL SALVADOR
 GUATEMALA
 HONDURAS",2021-02-01,2021-02-01,0 days,0.0,Final Action Date
1st,INDIA,2020-01-01,2021-02-01,397 days,397.0,Final Action Date
2nd,INDIA,2009-10-12,2021-02-01,4130 days,4130.0,Final Action Date
3rd,INDIA,2010-04-01,2021-02-01,3959 days,3959.0,Final Action Date
Other Workers,INDIA,2010-04-01,2021-02-01,3959 days,3959.0,Final Action Date
4th,INDIA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Certain Religious Workers,INDIA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Non-Regional Center
(C5 and T5)",INDIA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
"5th Regional Center
(I5 and R5)",INDIA,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
1st,MEXICO,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
2nd,MEXICO,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
3rd,MEXICO,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
Other Workers,MEXICO,2021-02-01,2021-02-01,0 days,0.0,Final Action Date
4th,MEXICO,2018-12-15,2021-02-01,779 days,779.0,Final Action Date
Certain Religious Workers,MEXICO,2018-12-15,2021-02-01,779 days,779.0,Final Action Date
